BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO
CILAS;CILAS,SILAS,SILLAS;[CILAS];1;0;2;0.5;[CILAS, CILEIA];1;1;2;0.4;[CELCO, CELIS, CELISIO, CELSO, CILAS, CLEUSA, CLEUZA, CLEZIO, CLOYSIO];1;8;2;0.166666666667;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];3;51;0;0.105263157895;[CICERA, CILAS];1;1;2;0.4;[CELIS, CELSO, CILAS, SILAS];2;2;1;0.571428571429;[CELIS, CELSO, CILAS, SILAS, SILLAS];3;2;0;0.75
CLAUDEMIRO;CLAUDEMIRO,CLAUDOMIRO;[CLAUDEMIRO];1;0;1;0.666666666667;[CLAUDEMIRO];1;0;1;0.666666666667;[CLAUDEMIR, CLAUDEMIRO, CLAUDIONOR, CLAUDOMIRO, CLEDIMIR];2;3;0;0.571428571429;[CLAUDEMIRO, CLAUDOMIRO];2;0;0;1.0;[CLAUDEMIRO];1;0;1;0.666666666667;[CLAUDEMIRO, CLAUDOMIRO];2;0;0;1.0;[CLAUDEMIRO, CLAUDOMIRO];2;0;0;1.0
CLAUDINEY;CLAUDINEY,CLAUDINEI;[CLAUDINEY];1;0;1;0.666666666667;[CLAUDINEY];1;0;1;0.666666666667;[CILDENIA, CLAUDIANO, CLAUDINEI, CLAUDINEY, CLAYTON, CLEITON, CLELTON];2;5;0;0.444444444444;[CLADENIL, CLAUDEMIR, CLAUDIANO, CLAUDINEI, CLAUDINEY, CLAUDIONOR, CLEDIMIR];2;5;0;0.444444444444;[CLAUDINEI, CLAUDINEY];2;0;0;1.0;[CLAUDIANO, CLAUDINEI, CLAUDINEY, LAUDINO];2;2;0;0.666666666667;[CLAUDINEI, CLAUDINEY];2;0;0;1.0
CLEBER;CLEBER,KLEBER,KEUBER;[CLEBER];1;0;2;0.5;[CLEBER];1;0;2;0.5;[CLEBER];1;0;2;0.5;[CLEBER, CLEBIO, KILBER, KLEBER, KLEUBER];2;3;1;0.5;[CLEBER, KLEBER];2;0;1;0.8;[CLEBER];1;0;2;0.5;[CLEBER, KLEBER];2;0;1;0.8
CLEBERSON;CLEBERSON,CLEBSON;[CLEBERSON];1;0;1;0.666666666667;[CLEBERSON];1;0;1;0.666666666667;[CLEBERSON, CLEVERSON, CLEYVERSON];1;2;1;0.4;[CLEBERSON, CLEBSON];2;0;0;1.0;[CLEBERSON];1;0;1;0.666666666667;[CLEBERSON];1;0;1;0.666666666667;[CLEBERSON];1;0;1;0.666666666667
CLEIDSON;CLEDSON,CLEIDSON;[CLEIDSON];1;0;1;0.666666666667;[CLEIDSON];1;0;1;0.666666666667;[CLEDSON, CLEIDSON];2;0;0;1.0;[CLEDSON, CLEIDSON];2;0;0;1.0;[CLEIDSON];1;0;1;0.666666666667;[CLEDSON, CLEIDSON, HUILDSON, LADSON, LEYDSON, LIDISSON];2;4;0;0.5;[CLEDSON, CLEIDSON];2;0;0;1.0
CLEUSA;CLEUSA,CLEUZA,CREUSA,CREUZA;[CLEUSA];1;0;3;0.4;[CLEUSA];1;0;3;0.4;[CELCO, CELIS, CELISIO, CELSO, CILAS, CLEUSA, CLEUZA, CLEZIO, CLOYSIO];2;7;2;0.307692307692;[ACRIZIO, CLEISSON, CLEUSA, CLEUZA, CLEZIO, CLOYSIO, CRESO, CREUSA, CREUZA, KLICIA, OCLEZIO];4;7;0;0.533333333333;[CLEUSA, CLEUZA, CREUSA, CREUZA];4;0;0;1.0;[CLEUSA, CLEUZA, LEUSA, LILIOSA];2;2;2;0.5;[CLEUSA, CLEUZA];2;0;2;0.666666666667
CLOVIS;CLOVIS,CLOVES;[CLOVIS];1;0;1;0.666666666667;[CLOVES, CLOVIS];2;0;0;1.0;[CLOVES, CLOVIS];2;0;0;1.0;[CLARIVAL, CLAVIO, CLEVAL, CLOVES, CLOVIS];2;3;0;0.571428571429;[CLOVIS];1;0;1;0.666666666667;[CLOVES, CLOVIS, HELVECIO];2;1;0;0.8;[CLOVES, CLOVIS];2;0;0;1.0
CRISTIANO;CHRISTIANNO,CRISTIANO;[CRISTIANO];1;0;1;0.666666666667;[CRISTIAN, CRISTIANE, CRISTIANO];1;2;1;0.4;[CHRISTIAN, CHRISTIANNO, CRISTHINE, CRISTIAN, CRISTIANE, CRISTIANO, CRISTINA];2;5;0;0.444444444444;[CRISTHINE, CRISTIANE, CRISTIANO, CRISTINA];1;3;1;0.333333333333;[CRISTIANO];1;0;1;0.666666666667;[CRISTHINE, CRISTIANE, CRISTIANO, CRISTINA];1;3;1;0.333333333333;[CRISTIANO];1;0;1;0.666666666667
CYRIO;CYRIO,CYRO;[CYRIO];1;0;1;0.666666666667;[CYRIO];1;0;1;0.666666666667;[CIRO, COR, CORA, CYRIO, CYRO];2;3;0;0.571428571429;[ACHILLES, CECILIA, CECILIO, CELI, CELIA, CELIO, CELIS, CELY, CESARIO, CHARLES, CICERA, CICERO, CICILIA, CILAS, CILEIA, CILON, CIRILO, CIRO, CYRIO, CYRO, ECILA, ERCILIA, ERCILIO, ERZOIRES, HERCILIO, ISAURA, ISLAYR, ISRAEL, IZAURA, OSELIAS, OSORIA, OZORIO, SARA, SAULO, SHEILA, SHERLIS, SHIRLEI, SHIRLEY, SIARA, SILAS, SILLAS, SOLON, SORAYA, SUELI, SUELY, UZILIA, ZAIRA, ZARLY, ZELIA, ZÉLIA, ZELY, ZILA, ZILAH, ZULLY];2;52;0;0.0714285714286;[CECILIO, CELIO, CYRIO];1;2;1;0.4;[CIRO, CYRIO, CYRO, SARA, SIARA, SORAYA];2;4;0;0.5;[CYRIO];1;0;1;0.666666666667
DALTO;DALTO,DALTON;[DALTO];1;0;1;0.666666666667;[DALTO];1;0;1;0.666666666667;[DALTO, DEILDA];1;1;1;0.5;[ADAILTON, ADALTO, ADAUTO, ADEILTO, ADITH, DALTO, DALTON, DAUSTER, EDITE, EDITH, EUDETE, ODETE, ODETTE];2;11;0;0.266666666667;[DALTO, DALTON];2;0;0;1.0;[DALTO];1;0;1;0.666666666667;[DALTO];1;0;1;0.666666666667
DARCI;DARCI,DARCY;[DARCI];1;0;1;0.666666666667;[DARCI];1;0;1;0.666666666667;[DARCI, DARCIO, DARCY, DERCI, DERCY, DEROCI, DIRACY, DIRCE, DIRCEA, DIRCEU, DIRSO, DORACI, DORACY, DORCA];2;12;0;0.25;[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA];2;43;0;0.0851063829787;[DARCI, DARCY];2;0;0;1.0;[DARCI, DARCIO, DARCY, DERCI, DERCY, DEROCI, DIRACY, DIRCE, DIRCEA, DIRSO, DORACI, DORACY];2;10;0;0.285714285714;[DARCI, DARCY];2;0;0;1.0
DAVI;DAVI,DAVID;[DAVI];1;0;1;0.666666666667;[DAVI];1;0;1;0.666666666667;[DAVI, DIVA];1;1;1;0.5;[DAVI, DEVERCY, DIVA, DIVAL, EDIVAL, EDIVAM, EDIVAN, EDIVAR, EDVAR];1;8;1;0.181818181818;[DAVI];1;0;1;0.666666666667;[DAVI, DIVA];1;1;1;0.5;[DAVI];1;0;1;0.666666666667
DEBORA;DEBORA,DEBORAH;[DEBORA];1;0;1;0.666666666667;[DEBORA];1;0;1;0.666666666667;[DEBORA, DEBORAH];2;0;0;1.0;[DEBORA, DEBORAH];2;0;0;1.0;[DEBORA, DEBORAH];2;0;0;1.0;[DEBORA, DEBORAH];2;0;0;1.0;[DEBORA];1;0;1;0.666666666667
DEOCLECIO;DEOCLECIO,DEOCLESIO;[DEOCLECIANO, DEOCLECIO];1;1;1;0.5;[DEOCLECIO];1;0;1;0.666666666667;[DEOCLECIO, DEOCLESIO, DOUGLAS];2;1;0;0.8;[DEOCLECIO, DEOCLESIO];2;0;0;1.0;[DEOCLECIO];1;0;1;0.666666666667;[DALCI, DELCI, DELCIO, DELCY, DEOCLECIO, DILCE, DILSA, DULCE];1;7;1;0.2;[DEOCLECIO, DEOCLESIO];2;0;0;1.0
DILMA;DILMA,DILMAR;[DILMA, DILMAR];2;0;0;1.0;[DILMA, DILMAR];2;0;0;1.0;[DALMO, DAYLIANE, DELINA, DELMA, DELMO, DILMA];1;5;1;0.25;[ADAURINO, ADELIANE, ADELINA, ADELINO, ADELMA, ADELMIR, ADRIANA, ADRIANO, AUDALIANO, DALMIR, DALMO, DAYLIANE, DELINA, DELMA, DELMAR, DELMIR, DELMO, DEOLINDA, DEOLINDO, DILMA, DILMAR, DIOLINDA, DIRLENE, DORALINO, DORINHA, EDELMO, EDILMA, IDALINA];2;26;0;0.133333333333;[DILMA, DILMAR];2;0;0;1.0;[DALMO, DELMA, DELMO, DILMA];1;3;1;0.333333333333;[DELMA, DELMO, DILMA];1;2;1;0.4
DIONISIO;DIONISIO,DIONIZIO;[DIONISIO];1;0;1;0.666666666667;[DIONISIO];1;0;1;0.666666666667;[DENECY, DENICE, DENIS, DENISE, DENIZE, DENYS, DIMAS, DIOMAZIA, DIONISIO, DIONIZIO, DOMENICO, DOMICIO, DOMINGAS, DOMINGOS, DONICIO];2;13;0;0.235294117647;[ADENICIO, DENISE, DENIZE, DEOMECIR, DIOMAZIA, DIONISIO, DIONIZIO, DOMICIO, DONICIO];2;7;0;0.363636363636;[DIONISIO, DIONIZIO];2;0;0;1.0;[DENISE, DENIZE, DIONISIO, DIONIZIO];2;2;0;0.666666666667;[DIONISIO, DIONIZIO];2;0;0;1.0
DONISETE;DONISETE,DONIZETE,DONIZETTE,DONIZETTI;[DONISETE];1;0;3;0.4;[DONISETE];1;0;3;0.4;[DONISETE, DONIZETE, DONIZETTE, DONIZETTI];4;0;0;1.0;[ADONIZETE, DONISETE, DONIZETE, DONIZETTE, DONIZETTI];4;1;0;0.888888888889;[DONISETE, DONIZETE, DONIZETTE];3;0;1;0.857142857143;[DONISETE, DONIZETE];2;0;2;0.666666666667;[ADONIZETE, DONISETE, DONIZETE, DONIZETTE];3;1;1;0.75
DORACI;DORACI,DORACY;[DORACI];1;0;1;0.666666666667;[DORACI];1;0;1;0.666666666667;[DARCI, DARCIO, DARCY, DERCI, DERCY, DEROCI, DIRACY, DIRCE, DIRCEA, DIRCEU, DIRSO, DORACI, DORACY, DORCA];2;12;0;0.25;[ADALRI, ADAURI, ADELAR, ADELIA, ADELOR, ADILA, ADILAR, ADILIA, ADILIO, ADILO, ADRIELE, AEDILA, AUDALIO, DALCI, DALILA, DARI, DARIO, DARLAN, DARLE, DARLY, DARY, DAURO, DEILI, DELAIR, DELCI, DELCY, DELIO, DELIRA, DELY, DEODORO, DERIA, DERIO, DERLI, DERLY, DEROCI, DILCE, DIRACY, DIRAEL, DIRAN, DIRLAND, DOLORA, DOLORES, DORACI, DORACY, DORALICE, DORIO, DUILIO, DULCE, EDERLY, EDILA, EDILEA, EDILIA, EDILIO, EDRON, IDALICE, IDALIO, IDELOND, IDERIA, ODELIO, ODELYR, ODILA, ODILAR, ODILIA, ODILIO, ODILON];2;63;0;0.0597014925373;[DORACI, DORACY];2;0;0;1.0;[DARCI, DARCIO, DARCY, DERCI, DERCY, DEROCI, DIRACY, DIRCE, DIRCEA, DIRSO, DORACI, DORACY];2;10;0;0.285714285714;[DORACI, DORACY];2;0;0;1.0
DOROTEIA;DOROTHEA,DOROTEIA;[DOROTEIA];1;0;1;0.666666666667;[DOROTEIA];1;0;1;0.666666666667;[DOROTEIA, DOROTHEA];2;0;0;1.0;[DOROTEIA, DOROTHEA, DRASTO];2;1;0;0.8;[DOROTEIA];1;0;1;0.666666666667;[DOROTEIA, DOROTHEA];2;0;0;1.0;[DOROTEIA];1;0;1;0.666666666667
EDER;EDER,HEDER;[EDER];1;0;1;0.666666666667;[EDER];1;0;1;0.666666666667;[EDER, EDIR, EDYR];1;2;1;0.4;[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA];2;43;0;0.0851063829787;[EDER, EDES, HEDER, HEDES];2;2;0;0.666666666667;[EDER, EDIR, EDYR];1;2;1;0.4;[EDER, EDIR, EDYR];1;2;1;0.4
EDGAR;EDGAR,EDGARD;[EDGAR];1;0;1;0.666666666667;[EDGAR];1;0;1;0.666666666667;[EDGAR];1;0;1;0.666666666667;[ADGAR, DIEGO, DIOGO, DOUGLAS, EDGAR];1;4;1;0.285714285714;[EDGAR];1;0;1;0.666666666667;[EDGAR];1;0;1;0.666666666667;[EDGAR];1;0;1;0.666666666667
EDIMILSON;EDIMILSON,EDMILSON;[EDIMILSON];1;0;1;0.666666666667;[EDIMILSON];1;0;1;0.666666666667;[EDIMILSON, EDMILSON];2;0;0;1.0;[ADEMILSON, ADENILSON, ADMILSON, ADNILSON, DANILZA, DENILSON, DENILZA, EDIMILSON, EDMILSON];2;7;0;0.363636363636;[EDIMILSON];1;0;1;0.666666666667;[EDIMILSON, EDMILSON];2;0;0;1.0;[ADEMILSON, ADMILSON, EDIMILSON, EDMILSON];2;2;0;0.666666666667
EDIMUNDO;EDIMUNDO,EDMUNDO;[EDIMUNDO];1;0;1;0.666666666667;[EDIMUNDO];1;0;1;0.666666666667;[EDIMUNDO, EDMUNDO];2;0;0;1.0;[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA];2;39;0;0.093023255814;[EDIMUNDO];1;0;1;0.666666666667;[EDIMUNDO, EDMUNDO];2;0;0;1.0;[EDIMUNDO, EDMUNDO];2;0;0;1.0
EDINEIA;EDINEIA,EDINEA,EDNEIA;[EDINEA, EDINEIA];2;0;1;0.8;[EDINA, EDINEA, EDINEIA];2;1;1;0.666666666667;[EDINA, EDINEA, EDINEIA, EDMO, EDNA, EDNE, EDNEI, EDNEIA, ETIENE];3;6;0;0.5;[ADEMAR, ADEMIR, ADENIS, ADENOR, ADHEMAR, ADHEMAYR, ADNIL, DANIEL, DENECY, DENICE, DENIO, DENIS, DENYS, DGNAR, DIANA, DIDIMO, DIDNEY, DIMAS, DINA, DINAH, DINOMAR, DIOMAR, DIONE, DUERGNES, EDIMAR, EDIMUNDO, EDINA, EDINEA, EDINEIA, EDMAR, EDMIR, EDMO, EDMUNDO, EDNA, EDNE, EDNEI, EDNEIA, IDMAR, IDOMAR, ODENI, ODINEIA];3;38;0;0.136363636364;[EDINEIA];1;0;2;0.5;[EDINA, EDINEA, EDINEIA, EDNA, EDNE, EDNEI, EDNEIA];3;4;0;0.6;[EDINEA, EDINEIA, EDNEIA, ODINEIA];3;1;0;0.857142857143
EDIVAN;EDIVAN,EDIVAM;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAN, EDIVANE];1;1;1;0.5;[EDIVAM, EDIVAN, EDIVANE, EDIVANIO];2;2;0;0.666666666667;[DAVI, DEVERCY, DIVA, DIVAL, EDIVAL, EDIVAM, EDIVAN, EDIVAR, EDVAR];2;7;0;0.363636363636;[EDIVAL, EDIVAM, EDIVAN, EDIVAR];2;2;0;0.666666666667;[EDIVAM, EDIVAN];2;0;0;1.0;[EDIVAN];1;0;1;0.666666666667
EDSON;EDSON,EDISON;[EDSON];1;0;1;0.666666666667;[EDSON];1;0;1;0.666666666667;[EDESON, EDISON, EDSON];2;1;0;0.8;[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON];2;25;0;0.137931034483;[EDSON];1;0;1;0.666666666667;[EDSON];1;0;1;0.666666666667;[EDESON, EDISON, EDSON];2;1;0;0.8
EFIGENIA;EPHIGENIA,EFIGENIA;[EFIGENIA];1;0;1;0.666666666667;[EFIGENIA];1;0;1;0.666666666667;[EFIGENIA, EFIGENIO, EPHIGENIA];2;1;0;0.8;[EFIGENIA, EFIGENIO, EPHIGENIA];2;1;0;0.8;[EFIGENIA, EPHIGENIA];2;0;0;1.0;[EFIGENIA, EFIGENIO];1;1;1;0.5;[EFIGENIA, EPHIGENIA];2;0;0;1.0
ELCIO;ELCIO,HELCIO;[ELCIO];1;0;1;0.666666666667;[ELCI, ELCIAS, ELCIO];1;2;1;0.4;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];1;25;1;0.0714285714286;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELCIO, ELSON, ELZO, HELCIO, HELSON];2;3;0;0.571428571429;[ELCI, ELCIO, ELCY, ELIAS, ELSA];1;4;1;0.285714285714;[ELCIO, ELZIO];1;1;1;0.5
ELIANA;HELIANA,ELIANA,HELEANA,ELIANE;[ELIANA, ELIANE];2;0;2;0.666666666667;[ELIANA, ELIANE];2;0;2;0.666666666667;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];2;8;2;0.285714285714;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];4;126;0;0.0597014925373;[ELIANA, HELIANA];2;0;2;0.666666666667;[ELAINE, ELENA, ELENI, ELENO, ELIANA, ELIANE, ELIENE, ELINA, ELINE, ELIONAI];2;8;2;0.285714285714;[ELIANA, LUIANA];1;1;3;0.333333333333
ELIETE;ELIETE,ELYETTE;[ELIETE];1;0;1;0.666666666667;[ELIETE];1;0;1;0.666666666667;[ELADIO, ELDA, ELIDA, ELIDIO, ELIDO, ELIETE, ELILDE, ELITA, ELITO, ELYETTE, EWALDO];2;9;0;0.307692307692;[ALEILTON, ALERTON, ALILTON, ARILTO, ARILTON, ARIOSTO, ARISTEU, ARISTON, ARLETE, ARLETH, ARLETTE, ARYETHI, ARYLTON, AURITO, ELIETE, ELITA, ELITO, ELYETTE, ERASTO, ERLITO, HUELITON, LAERT, LAERTE, LAIRTON, LAURITA, LAURITO, LOESTER, ORESTE, ORESTES, RITA, ROLISTOM, RUTE, RUTH, RUTHE];2;32;0;0.111111111111;[ELIETE, ELYETTE];2;0;0;1.0;[ELIETE, ELITA, ELITO];1;2;1;0.4;[ELIETE, ELYETTE];2;0;0;1.0
ELISEU;ELISEU,ELIZEU;[ELISA, ELISEU];1;1;1;0.5;[ELISA, ELISEU];1;1;1;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;24;0;0.142857142857;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELISEU, ELIZEU];2;0;0;1.0;[ELISEU, ELIZEU];2;0;0;1.0;[ELISEU, ELIZEU];2;0;0;1.0
ELIZA;ELIZA,ELISA;[ELIZA, ELIZEU];1;1;1;0.5;[ELIZA, ELIZEU];1;1;1;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;24;0;0.142857142857;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ELISA, ELIZA];2;0;0;1.0;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];2;15;0;0.210526315789;[ELCI, ELCY, ELISA, ELIZA, ELSA, ELZA, ELZI, ELZO, ELZU, ELZY];2;8;0;0.333333333333
ELIZABETE;ELIZABETE,ELIZABETH,ELISABETE;[ELIZABETE];1;0;2;0.5;[ELIZABETE];1;0;2;0.5;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE];2;0;1;0.8;[ELISABETE, ELIZABETE, ELIZABETH];3;0;0;1.0;[ELISABETE, ELIZABETE];2;0;1;0.8
